Graph,Density,Modularity,Conductance
Clean,0.0014399999126942077,0.6401188105775136,0.2008130558961764
Attacked (Edge Flip),0.0014399999126942077,0.6139401637288114,0.2253580163062537
Defended (Ontology),0.0014399999126942077,0.6401188105775136,0.2008130558961764
